[13.18, -28.65, -114.25, -35.85, -31.72, 0.0]
[8.34, -26.98, -117.33, -35.15, -51.06, 0.0]
[2.02, -28.12, -116.54, -35.15, -72.86, 0.0]
[-5.0, -31.37, -111.62, -37.52, -95.09, 0.0]
[-11.25, -34.62, -103.71, -41.57, -116.01, 0.0]
[-16.25, -40.69, -93.25, -46.58, -135.79, -0.08]
[-19.07, -45.87, -80.77, -52.91, -154.16, -0.08]
[29.26, -26.01, -119.35, -33.66, -15.73, 0.0]
[26.45, -23.29, -124.89, -31.55, -33.83, 0.0]
[20.12, -22.67, -127.0, -30.76, -54.75, 0.0]
[12.56, -23.99, -124.18, -31.55, -77.43, 0.0]
[4.83, -27.86, -117.94, -34.36, -100.1, 0.0]
[-2.19, -31.64, -109.16, -38.75, -121.64, -0.08]
[-6.41, -37.0, -98.78, -43.68, -141.32, -0.08]
[43.85, -26.63, -118.3, -34.01, -1.31, 0.0]
[42.53, -23.2, -126.21, -30.93, -16.87, 0.0]
[38.93, -20.56, -131.13, -28.65, -36.29, 0.0]
[31.9, -20.56, -131.83, -28.65, -58.27, 0.0]
[23.46, -21.88, -127.52, -30.14, -81.47, 0.0]
[15.2, -26.54, -120.41, -32.95, -104.76, 0.0]
[8.34, -30.76, -111.62, -37.44, -126.56, -0.08]
[55.1, -30.49, -110.91, -37.44, 9.66, 0.0]
[55.1, -26.19, -120.67, -33.31, -4.65, 0.0]
[52.99, -21.62, -127.61, -30.14, -21.44, 0.0]
[48.86, -19.77, -131.83, -28.65, -41.57, 0.0]
[41.13, -19.95, -131.04, -28.65, -63.8, 0.0]
[32.6, -23.46, -126.21, -30.84, -87.45, 0.0]
[24.87, -27.42, -119.0, -34.36, -110.3, 0.0]
[62.4, -37.0, -98.7, -43.94, 17.4, 0.0]
[63.8, -32.08, -109.16, -39.02, 4.04, 0.0]
[63.63, -26.71, -117.94, -34.27, -11.33, 0.0]
[60.38, -24.25, -124.18, -31.55, -29.7, 0.0]
[55.37, -22.67, -127.0, -30.84, -49.48, 0.0]
[48.07, -23.46, -124.62, -30.84, -71.89, 0.0]
[39.63, -27.07, -119.97, -33.75, -95.09, 0.0]
[67.93, -45.87, -81.03, -52.47, 23.02, 0.0]
[69.34, -39.37, -93.33, -46.84, 9.75, 0.0]
[69.52, -35.15, -103.18, -41.48, -5.18, 0.0]
[68.64, -30.49, -111.79, -37.96, -21.53, 0.0]
[64.33, -28.38, -115.92, -35.77, -40.42, 0.0]
[58.88, -27.33, -117.33, -35.06, -60.82, 0.0]
[51.67, -28.91, -114.43, -36.56, -82.88, 0.0]
[11.86, -35.5, -102.3, -42.36, -33.22, 0.0]
[7.64, -33.66, -105.9, -40.86, -52.29, 0.0]
[2.02, -33.48, -105.11, -40.86, -72.94, 0.0]
[-4.3, -36.47, -100.45, -42.97, -94.13, 0.0]
[-9.84, -40.78, -93.25, -46.66, -114.87, 0.0]
[-14.15, -45.35, -82.52, -52.11, -134.2, 0.0]
[-17.57, -52.03, -68.37, -58.71, -152.05, 0.0]
[25.66, -32.6, -107.31, -39.55, -19.51, 0.0]
[22.85, -30.49, -112.32, -37.26, -37.26, 0.0]
[17.31, -28.65, -115.13, -36.56, -57.74, 0.0]
[11.07, -29.79, -112.76, -37.26, -78.92, 0.0]
[4.13, -33.92, -106.25, -40.25, -100.63, 0.0]
[-1.49, -38.05, -97.47, -44.47, -121.46, 0.0]
[-5.71, -42.8, -87.53, -49.39, -140.8, -0.08]
[38.32, -33.13, -105.55, -40.16, -6.67, 0.0]
[37.17, -29.97, -113.73, -36.47, -23.02, 0.0]
[32.69, -26.8, -118.03, -34.36, -41.92, 0.0]
[27.07, -26.8, -119.35, -34.36, -62.84, 0.0]
[20.03, -28.38, -115.83, -35.77, -84.99, 0.0]
[13.18, -32.43, -109.16, -38.75, -106.78, 0.0]
[7.55, -36.56, -99.22, -43.33, -127.61, 0.0]
[49.48, -36.47, -98.78, -43.33, 4.13, 0.0]
[48.77, -32.34, -108.72, -39.28, -11.33, 0.0]
[46.05, -28.91, -115.92, -35.77, -29.09, 0.0]
[41.74, -26.27, -118.65, -34.36, -47.98, 0.0]
[35.5, -27.15, -118.65, -34.36, -69.78, 0.0]
[27.68, -29.97, -113.2, -36.56, -92.02, 0.0]
[21.44, -33.48, -106.52, -40.16, -113.37, 0.0]
[57.3, -42.71, -86.74, -49.57, 11.77, 0.0]
[57.3, -37.0, -98.08, -43.94, -2.1, 0.0]
[56.51, -32.51, -106.61, -40.16, -18.45, 0.0]
[53.52, -30.49, -112.41, -37.26, -36.47, 0.0]
[48.16, -28.91, -115.13, -36.47, -56.77, 0.0]
[41.74, -29.79, -113.02, -37.26, -78.39, 0.0]
[34.71, -33.48, -107.31, -39.55, -100.1, 0.0]
[63.01, -51.67, -68.37, -58.88, 17.49, 0.0]
[63.8, -45.87, -81.91, -52.47, 4.04, 0.0]
[63.72, -39.37, -93.42, -47.19, -11.25, 0.0]
[61.61, -36.47, -100.45, -42.97, -28.3, 0.0]
[57.3, -33.13, -105.64, -40.95, -47.19, 0.0]
[52.47, -33.48, -105.64, -40.86, -67.76, 0.0]
[46.31, -35.94, -102.3, -42.27, -89.03, 0.0]
[10.45, -41.74, -88.94, -48.6, -34.8, 0.0]
[6.24, -39.37, -93.42, -46.58, -53.08, 0.0]
[1.23, -39.37, -93.6, -46.58, -73.3, 0.0]
[-3.6, -42.36, -88.94, -48.69, -93.6, 0.0]
[-9.14, -46.49, -80.77, -52.91, -113.81, 0.0]
[-13.27, -51.67, -69.78, -58.53, -132.8, 0.0]
[-16.25, -59.76, -53.43, -66.62, -150.55, 0.0]
[22.93, -39.11, -93.95, -46.58, -22.5, 0.0]
[20.12, -37.0, -99.58, -43.76, -39.9, 0.0]
[15.38, -35.15, -102.74, -42.36, -59.67, 0.0]
[9.75, -35.94, -100.19, -42.97, -80.33, 0.0]
[3.51, -39.99, -94.57, -45.61, -101.16, 0.0]
[-1.49, -43.33, -86.13, -50.09, -121.55, 0.0]
[-5.0, -50.36, -73.3, -56.51, -140.0, -0.08]
[34.1, -39.72, -92.54, -46.58, -10.81, 0.0]
[32.69, -36.21, -100.89, -42.97, -27.15, 0.0]
[29.09, -33.13, -105.9, -40.86, -45.96, 0.0]
[23.2, -33.13, -106.69, -40.25, -66.35, 0.0]
[17.57, -34.89, -103.18, -41.57, -87.45, 0.0]
[11.07, -39.11, -96.41, -45.17, -108.36, -0.08]
[6.24, -43.33, -85.86, -50.0, -128.23, -0.08]
[44.56, -43.33, -85.86, -49.74, -1.05, 0.0]
[43.15, -38.32, -95.97, -45.17, -16.43, 0.0]
[41.04, -34.36, -103.09, -41.57, -33.75, 0.0]
[36.82, -33.66, -106.61, -40.16, -53.26, 0.0]
[30.49, -33.66, -105.9, -40.25, -73.91, 0.0]
[24.87, -35.94, -100.89, -43.06, -95.09, 0.0]
[19.24, -40.6, -93.25, -46.66, -115.83, 0.0]
[51.94, -49.13, -73.3, -56.07, 7.11, 0.0]
[52.2, -43.76, -86.3, -50.62, -7.55, 0.0]
[50.88, -38.58, -94.65, -45.87, -24.08, 0.0]
[47.37, -35.41, -100.45, -42.97, -42.45, 0.0]
[42.45, -35.41, -102.74, -42.36, -62.31, 0.0]
[36.82, -36.29, -100.19, -43.15, -82.96, 0.0]
[31.2, -40.42, -93.69, -46.66, -103.79, 0.0]
[57.91, -59.23, -54.05, -66.18, 12.91, 0.0]
